orderid,timestamp,productid,productname,category,quantity,grossvalue,discountvalue,costofgoodssold,customerid,city,locationid,channel,orderstatus,cart_abandoned,total_price
ORD000148,2025-08-14 16:17:40,P0358,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand,Baby Care,5,169.05,8.45,66.4,C00576,Mecca,E041,Web,Completed,0,160.6
ORD000149,2024-08-12 23:46:38,P0067,Imodium 2mg Pack,Gastrointestinal,1,31.47,1.57,10.01,C00953,Jeddah,E094,Web,Completed,1,29.9
ORD000150,2025-02-05 09:32:11,P0128,Centrum Multivitamins Bottle - Store Brand - Store Brand,Vitamins,1,60.6,6.06,23.24,C00306,Dammam,E020,Mobile,Completed,0,54.54
ORD000151,2024-04-12 07:37:05,P0134,Symbicort Inhaler Pack - Store Brand,Respiratory,3,903.36,90.34,332.76,C00284,Riyadh,E078,Mobile,Completed,0,813.02
ORD000152,2024-09-18 07:46:00,P0050,Band-Aid Assorted Bottle,First Aid,3,34.11,3.41,17.07,C00631,Medina,E011,Mobile,Completed,1,30.7
ORD000153,2025-08-09 12:05:00,P0365,Otrivin Nasal Spray Box - Store Brand,Cold & Flu,1,18.99,2.85,7.08,C00650,Dammam,E063,Web,Completed,0,16.14
ORD000154,2024-04-17 00:03:01,P0139,Duphaston 10mg Bottle - Store Brand,Women's Health,2,132.08,0.0,49.44,C00263,Jeddah,E119,Web,Completed,0,132.08
ORD000155,2024-08-28 20:33:43,P0363,Earol Ear Drops Pack - Store Brand,Ear Care,1,14.68,2.2,7.23,C00296,Dammam,E111,Mobile,Completed,1,12.48
ORD000156,2024-09-30 15:37:56,P0320,Brufen 400mg Box - Store Brand - Store Brand,Pain Relief,2,17.82,0.0,9.38,C01166,Jeddah,E078,Mobile,Completed,0,17.82
ORD000157,2025-01-23 02:44:59,P0185,Femibion Prenatal Pack - Store Brand,Vitamins,2,214.08,0.0,97.0,C00249,Mecca,E067,Web,Completed,0,214.08
ORD000158,2024-09-29 19:49:53,P0359,Multivitamin Gummies Kids Bottle - Store Brand,Vitamins,2,98.28,14.74,31.88,C00010,Jeddah,E095,Web,Completed,0,83.54
ORD000159,2024-08-17 10:18:53,P0155,Pampers Baby Dry Pack - Store Brand,Baby Care,1,73.97,11.1,32.92,C00231,Riyadh,E114,Web,Completed,1,62.87
ORD000160,2024-07-30 06:46:59,P0397,Omega-3 Fish Oil Pack - Store Brand - Store Brand - Store Brand - Store Brand - Store Brand,Vitamins,2,37.16,0.0,15.94,C01138,Mecca,E089,Mobile,Completed,1,37.16
ORD000161,2024-06-01 05:11:12,P0332,Femibion Prenatal Pack - Store Brand,Vitamins,3,378.99,0.0,132.66,C00257,Dammam,E024,Mobile,Returned,0,378.99
ORD000162,2025-01-22 06:32:33,P0296,Otrivin Nasal Spray Box - Store Brand - Store Brand - Store Brand,Cold & Flu,2,18.38,2.76,6.66,C00173,Medina,E004,Web,Completed,0,15.62
ORD000163,2025-03-11 03:09:26,P0295,Otrivin Nasal Spray Bottle - Store Brand - Store Brand,Cold & Flu,1,11.24,1.12,5.84,C00647,Mecca,E089,Mobile,Completed,0,10.12
ORD000164,2024-06-26 22:16:45,P0018,Vicks VapoRub 50g Box,Cold & Flu,1,14.93,2.24,5.79,C01169,Mecca,E082,Web,Completed,1,12.69
ORD000165,2025-04-24 09:24:07,P0046,Savlon Antiseptic 100ml Pack,First Aid,2,41.7,2.09,16.64,C00224,Dammam,E049,Mobile,Completed,0,39.61
ORD000166,2024-12-08 07:42:03,P0052,Clobetasol Cream 0.05% 30g Pack,Dermatology,2,208.0,10.4,76.18,C00195,Mecca,E021,Retail,Completed,0,197.6
ORD000167,2025-02-11 20:49:03,P0037,Neutrogena Hydro Boost Pack,Skincare,1,125.66,18.85,44.5,C00558,Jeddah,E037,Mobile,Completed,0,106.81
ORD000168,2024-08-27 12:40:40,P0312,Femibion Prenatal Bottle - Store Brand - Store Brand,Vitamins,1,97.42,9.74,29.28,C00379,Mecca,E002,Web,Completed,0,87.68
ORD000169,2025-07-08 04:53:23,P0177,Mometasone Furoate 0.1% 15g Box - Store Brand,Dermatology,4,375.68,18.78,125.44,C00189,Mecca,E028,Mobile,Completed,1,356.9
ORD000170,2025-03-01 04:24:06,P0017,Vicks VapoRub 50g Bottle,Cold & Flu,1,15.25,0.0,5.72,C00157,Mecca,E032,Retail,Completed,0,15.25
ORD000171,2024-04-29 23:09:38,P0172,Imodium 2mg Pack - Store Brand - Store Brand,Gastrointestinal,1,17.36,0.0,5.26,C00504,Riyadh,E084,Web,Completed,0,17.36
ORD000172,2025-08-23 00:57:53,P0176,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand,Dermatology,2,135.32,13.53,34.6,C00572,Medina,E043,Retail,Completed,1,121.79
ORD000173,2024-08-08 10:02:20,P0280,Clobetasol Cream 0.05% 30g Box - Store Brand - Store Brand,Dermatology,1,54.33,5.43,25.84,C00743,Jeddah,E079,Mobile,Completed,0,48.9
ORD000174,2025-03-11 15:21:37,P0248,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand,Pain Relief,3,87.3,8.73,25.83,C01125,Riyadh,E120,Web,Completed,0,78.57
ORD000175,2025-01-03 05:52:48,P0162,Johnson's Baby Oil 200ml Bottle - Store Brand,Baby Care,4,103.96,0.0,43.4,C00030,Mecca,E098,Web,Completed,0,103.96
ORD000176,2025-03-23 15:54:36,P0320,Brufen 400mg Box - Store Brand - Store Brand,Pain Relief,1,8.91,0.89,4.69,C00341,Medina,E043,Mobile,Completed,0,8.02
ORD000177,2025-07-11 08:45:24,P0171,Earol Ear Drops Bottle - Store Brand,Ear Care,1,21.35,0.0,8.39,C01052,Riyadh,E062,Mobile,Completed,0,21.35
ORD000178,2025-02-17 16:06:15,P0319,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand - Store Brand,Vitamins,2,22.94,2.29,7.36,C01051,Medina,E034,Mobile,Cancelled,0,20.65
ORD000179,2024-07-01 17:16:34,P0319,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand - Store Brand,Vitamins,2,22.94,3.44,7.36,C00175,Jeddah,E067,Mobile,Completed,0,19.5
ORD000180,2025-07-09 07:23:41,P0278,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand,Baby Care,1,41.06,4.11,16.22,C00113,Dammam,E025,Web,Completed,0,36.95
ORD000181,2024-08-31 00:10:29,P0309,Panadol Extra Pack - Store Brand - Store Brand,Pain Relief,3,20.91,3.14,10.02,C01055,Jeddah,E053,Web,Completed,0,17.77
ORD000182,2024-03-31 17:50:39,P0022,Otrivin Nasal Spray Pack,Cold & Flu,2,60.0,6.0,23.84,C00893,Medina,E033,Mobile,Completed,0,54.0
ORD000183,2024-03-27 17:32:35,P0133,Otrivin Nasal Spray Box - Store Brand - Store Brand,Cold & Flu,1,10.63,1.06,6.27,C00994,Mecca,E044,Web,Completed,0,9.57
ORD000184,2024-08-06 09:12:41,P0346,Refresh Tears Eye Drops Bottle - Store Brand,Eye Care,1,31.36,3.14,11.22,C00861,Dammam,E119,Mobile,Completed,0,28.22
ORD000185,2025-08-06 11:04:40,P0263,Nivea Body Lotion 400ml Bottle - Store Brand - Store Brand,Personal Care,1,15.13,0.76,9.96,C01127,Riyadh,E081,Web,Completed,0,14.37
ORD000186,2025-03-17 04:18:54,P0075,Pampers Baby Dry Box,Baby Care,3,377.25,56.59,145.95,C00961,Medina,E119,Mobile,Completed,0,320.66
ORD000187,2025-06-04 18:32:31,P0369,Vicks VapoRub 50g Pack - Store Brand,Cold & Flu,3,37.95,3.8,13.86,C01147,Dammam,E072,Mobile,Completed,0,34.15
ORD000188,2024-12-22 14:44:48,P0007,Aspirin 100mg Pack,Pain Relief,1,7.79,0.39,2.97,C00577,Mecca,E036,Mobile,Completed,1,7.4
ORD000189,2025-07-22 14:15:24,P0353,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,2,80.46,4.02,27.24,C00549,Medina,E074,Mobile,Completed,0,76.44
ORD000190,2024-11-17 10:01:48,P0046,Savlon Antiseptic 100ml Pack,First Aid,3,62.55,6.26,24.96,C00880,Khobar,E091,Web,Completed,1,56.29
ORD000191,2024-09-23 13:13:14,P0317,Duphaston 10mg Pack - Store Brand - Store Brand - Store Brand,Women's Health,1,27.15,2.72,10.87,C00916,Jeddah,E028,Mobile,Completed,0,24.43
ORD000192,2024-04-21 00:20:31,P0295,Otrivin Nasal Spray Bottle - Store Brand - Store Brand,Cold & Flu,3,33.72,0.0,17.52,C00518,Dammam,E057,Mobile,Completed,0,33.72
ORD000193,2024-08-17 17:03:02,P0288,Duphaston 10mg Pack - Store Brand - Store Brand,Women's Health,1,33.26,4.99,13.84,C00465,Jeddah,E094,Retail,Completed,0,28.27
ORD000194,2024-07-12 06:27:40,P0098,Panadol Advance Pack - Store Brand,Pain Relief,3,33.93,0.0,15.24,C00201,Medina,E106,Retail,Completed,0,33.93
ORD000195,2024-08-29 08:12:46,P0103,Otrivin Nasal Spray Box - Store Brand,Cold & Flu,3,52.29,7.84,22.86,C00164,Mecca,E050,Mobile,Completed,0,44.45
ORD000196,2024-11-19 12:21:35,P0393,Nivea Body Lotion 400ml Bottle - Store Brand - Store Brand - Store Brand - Store Brand,Personal Care,5,36.55,0.0,21.5,C01039,Mecca,E043,Web,Completed,0,36.55
ORD000197,2024-04-09 10:18:37,P0120,Refresh Tears Eye Drops Box - Store Brand - Store Brand - Store Brand,Eye Care,2,33.4,3.34,16.54,C01006,Dammam,E082,Retail,Completed,0,30.06
ORD000198,2024-10-31 13:15:04,P0197,Johnson's Baby Oil 200ml Bottle - Store Brand - Store Brand - Store Brand,Baby Care,1,17.45,1.74,5.48,C00913,Medina,E099,Web,Completed,0,15.71
ORD000199,2024-07-23 07:11:11,P0237,Clobetasol Cream 0.05% 30g Box - Store Brand - Store Brand,Dermatology,1,57.4,0.0,21.52,C00709,Dammam,E080,Mobile,Completed,0,57.4
ORD000200,2025-05-23 16:09:58,P0041,Nivea Body Lotion 400ml Bottle,Personal Care,1,32.87,1.64,15.61,C00564,Mecca,E091,Mobile,Completed,0,31.23
ORD000201,2024-05-17 07:18:41,P0040,Nivea Body Lotion 400ml Pack,Personal Care,1,41.14,4.11,13.45,C00090,Khobar,E070,Web,Completed,1,37.03
ORD000202,2025-08-29 15:24:18,P0198,Nivea Body Lotion 400ml Bottle - Store Brand,Personal Care,1,23.75,3.56,12.35,C00879,Dammam,E007,Web,Completed,1,20.19
ORD000203,2025-07-14 16:11:55,P0039,Neutrogena Hydro Boost Box,Skincare,1,126.95,12.7,43.21,C00738,Mecca,E105,Web,Completed,0,114.25
ORD000204,2025-03-19 16:26:19,P0383,Symbicort Inhaler Bottle - Store Brand - Store Brand - Store Brand - Store Brand - Store Brand,Respiratory,2,139.54,0.0,87.36,C00809,Mecca,E105,Mobile,Completed,0,139.54
ORD000205,2025-03-11 19:57:09,P0014,Brufen 400mg Bottle,Pain Relief,1,22.69,3.4,8.06,C00795,Jeddah,E061,Web,Completed,0,19.29
ORD000206,2024-12-30 06:26:05,P0025,Centrum Multivitamins Pack,Vitamins,1,111.64,11.16,36.67,C00314,Mecca,E101,Retail,Completed,1,100.48
ORD000207,2024-04-15 11:24:44,P0075,Pampers Baby Dry Box,Baby Care,1,125.75,0.0,48.65,C00596,Medina,E045,Web,Completed,0,125.75
ORD000208,2024-12-18 17:54:39,P0116,Otrivin Nasal Spray Bottle - Store Brand,Cold & Flu,2,38.94,1.95,14.08,C00713,Jeddah,E066,Web,Completed,0,36.99
ORD000209,2024-12-01 01:54:00,P0010,Voltaren Emulgel 50g Pack,Pain Relief,2,84.7,0.0,34.56,C00026,Jeddah,E102,Web,Completed,1,84.7
ORD000210,2024-09-24 06:36:49,P0088,Colgate Total Pack,Oral Care,2,37.98,1.9,18.68,C00986,Mecca,E062,Web,Completed,1,36.08
ORD000211,2025-02-24 02:49:45,P0381,Multivitamin Gummies Kids Box - Store Brand,Vitamins,2,83.14,8.31,31.7,C00223,Dammam,E070,Mobile,Completed,0,74.83
ORD000212,2025-06-11 22:53:36,P0293,Band-Aid Assorted Pack - Store Brand - Store Brand,First Aid,4,26.8,0.0,11.68,C01137,Mecca,E076,Mobile,Completed,0,26.8
ORD000213,2025-03-03 18:40:48,P0021,NeoCitran Hot Drink Box,Cold & Flu,1,23.29,3.49,10.17,C00258,Riyadh,E009,Mobile,Completed,1,19.8
ORD000214,2024-12-02 06:34:48,P0007,Aspirin 100mg Pack,Pain Relief,2,15.58,0.0,5.94,C00319,Jeddah,E012,Web,Completed,0,15.58
ORD000215,2024-07-14 22:24:24,P0225,Sensodyne Repair & Protect Box - Store Brand - Store Brand,Oral Care,3,53.61,8.04,14.55,C00364,Jeddah,E069,Web,Completed,1,45.57
ORD000216,2024-08-21 22:44:17,P0305,Multivitamin Gummies Kids Bottle - Store Brand,Vitamins,1,44.68,4.47,16.67,C00991,Dammam,E039,Mobile,Completed,0,40.21
ORD000217,2025-02-23 15:08:50,P0345,Otrivin Nasal Spray Box - Store Brand - Store Brand - Store Brand,Cold & Flu,3,26.4,2.64,11.49,C00293,Khobar,E012,Mobile,Completed,1,23.76
ORD000218,2024-06-30 01:03:30,P0350,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand,Pain Relief,4,102.48,0.0,29.72,C00819,Mecca,E048,Retail,Returned,0,102.48
ORD000219,2025-05-31 22:58:07,P0199,Otrivin Nasal Spray Bottle - Store Brand,Cold & Flu,4,58.8,5.88,31.08,C00993,Mecca,E015,Retail,Completed,0,52.92
ORD000220,2025-02-21 07:00:29,P0339,Imodium 2mg Box - Store Brand - Store Brand,Gastrointestinal,3,55.83,8.37,19.08,C00050,Khobar,E081,Web,Completed,1,47.46
ORD000221,2025-02-23 23:46:42,P0119,Centrum Multivitamins Bottle - Store Brand,Vitamins,2,193.48,9.67,58.48,C00331,Medina,E061,Web,Completed,0,183.81
ORD000222,2025-02-10 01:04:53,P0285,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand - Store Brand,Pain Relief,1,18.88,0.94,9.9,C01056,Jeddah,E018,Web,Completed,0,17.94
ORD000223,2025-04-05 00:01:06,P0206,Femibion Prenatal Bottle - Store Brand,Vitamins,3,350.13,17.51,132.06,C01200,Riyadh,E011,Web,Completed,1,332.62
ORD000224,2025-07-05 10:37:50,P0043,Sensodyne Repair & Protect Pack,Oral Care,5,139.6,6.98,49.85,C00607,Khobar,E059,Mobile,Completed,1,132.62
ORD000225,2025-01-15 18:51:00,P0029,Redoxon Vitamin C 1000mg Bottle,Vitamins,1,34.61,1.73,11.43,C00083,Riyadh,E055,Mobile,Completed,0,32.88
ORD000226,2025-04-16 16:09:03,P0355,Earol Ear Drops Pack - Store Brand - Store Brand - Store Brand - Store Brand,Ear Care,1,5.1,0.51,3.07,C00682,Mecca,E005,Retail,Completed,0,4.59
ORD000227,2024-06-18 20:47:05,P0008,Aspirin 100mg Bottle,Pain Relief,2,16.38,0.0,6.4,C01055,Jeddah,E019,Mobile,Completed,0,16.38
ORD000228,2025-03-19 02:17:21,P0085,Symbicort Inhaler Pack,Respiratory,2,779.46,0.0,362.28,C00607,Khobar,E032,Web,Completed,0,779.46
ORD000229,2025-09-05 07:18:43,P0378,Mometasone Furoate 0.1% 15g Box - Store Brand - Store Brand,Dermatology,2,122.64,12.26,51.84,C00092,Medina,E079,Web,Completed,0,110.38
ORD000230,2025-03-22 03:35:46,P0303,Band-Aid Assorted Box - Store Brand - Store Brand,First Aid,2,14.08,2.11,7.62,C00800,Medina,E074,Mobile,Completed,0,11.97
ORD000231,2024-11-02 14:29:03,P0179,Symbicort Inhaler Bottle - Store Brand - Store Brand - Store Brand,Respiratory,1,127.78,12.78,66.06,C00488,Khobar,E094,Mobile,Completed,1,115.0
ORD000232,2025-06-15 00:34:44,P0290,NeoCitran Hot Drink Pack - Store Brand - Store Brand - Store Brand,Cold & Flu,1,8.67,0.0,4.48,C00406,Khobar,E085,Retail,Completed,0,8.67
ORD000233,2024-10-31 17:52:45,P0330,Nivea Body Lotion 400ml Bottle - Store Brand - Store Brand - Store Brand - Store Brand,Personal Care,2,16.58,0.83,9.28,C00272,Riyadh,E065,Web,Completed,0,15.75
ORD000234,2024-07-03 21:56:58,P0104,Refresh Tears Eye Drops Box - Store Brand,Eye Care,2,60.64,6.06,28.88,C00054,Riyadh,E110,Web,Completed,0,54.58
ORD000235,2025-06-25 14:38:33,P0341,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand - Store Brand - Store Brand - Store Brand,Dermatology,3,94.05,14.11,18.18,C00631,Medina,E048,Mobile,Completed,0,79.94
ORD000236,2025-04-03 14:47:03,P0258,Omega-3 Fish Oil Box - Store Brand,Vitamins,1,66.98,0.0,26.12,C00001,Riyadh,E044,Retail,Returned,0,66.98
ORD000237,2025-04-12 04:23:38,P0333,Gaviscon 200ml Bottle - Store Brand - Store Brand - Store Brand,Gastrointestinal,3,72.36,10.85,20.61,C00214,Riyadh,E099,Web,Completed,0,61.51
ORD000238,2024-09-02 17:54:09,P0266,Symbicort Inhaler Pack - Store Brand,Respiratory,2,482.26,48.23,261.9,C01121,Jeddah,E007,Mobile,Completed,0,434.03
ORD000239,2024-05-02 18:21:05,P0359,Multivitamin Gummies Kids Bottle - Store Brand,Vitamins,1,49.14,7.37,15.94,C00367,Medina,E061,Web,Completed,0,41.77
ORD000240,2025-01-11 23:14:52,P0340,Aspirin 100mg Bottle - Store Brand - Store Brand,Pain Relief,3,10.62,1.59,5.46,C00485,Medina,E061,Web,Completed,1,9.03
ORD000241,2024-04-01 04:23:28,P0001,Panadol Extra Pack,Pain Relief,1,12.87,1.93,5.16,C00504,Riyadh,E049,Mobile,Returned,0,10.94
ORD000242,2024-06-06 14:15:01,P0321,Gaviscon 200ml Bottle - Store Brand - Store Brand,Gastrointestinal,4,128.0,12.8,35.88,C00743,Jeddah,E109,Web,Completed,0,115.2
ORD000243,2024-12-08 03:29:35,P0315,Pampers Baby Dry Pack - Store Brand - Store Brand - Store Brand - Store Brand,Baby Care,1,24.97,0.0,13.03,C01168,Mecca,E033,Mobile,Completed,0,24.97
ORD000244,2025-08-26 20:10:57,P0356,Clobetasol Cream 0.05% 30g Pack - Store Brand - Store Brand - Store Brand - Store Brand,Dermatology,2,78.08,3.9,19.5,C00360,Riyadh,E067,Web,Completed,0,74.18
ORD000245,2024-11-21 07:01:15,P0210,Voltaren Emulgel 50g Bottle - Store Brand - Store Brand,Pain Relief,2,60.24,0.0,26.3,C00064,Khobar,E107,Web,Completed,0,60.24
ORD000246,2025-09-06 09:53:09,P0110,Imodium 2mg Box - Store Brand,Gastrointestinal,2,48.6,2.43,18.64,C00207,Medina,E093,Web,Completed,0,46.17
ORD000247,2025-07-17 01:38:57,P0122,Band-Aid Assorted Bottle - Store Brand,First Aid,1,8.4,0.42,4.2,C00777,Khobar,E077,Mobile,Completed,0,7.98
ORD000248,2024-05-29 01:36:24,P0290,NeoCitran Hot Drink Pack - Store Brand - Store Brand - Store Brand,Cold & Flu,4,34.68,1.73,17.92,C01049,Medina,E049,Mobile,Completed,0,32.95
ORD000249,2024-06-17 01:33:00,P0138,Centrum Multivitamins Bottle - Store Brand,Vitamins,3,288.09,28.81,76.14,C00888,Jeddah,E038,Web,Returned,1,259.28
ORD000250,2024-10-23 15:24:39,P0020,NeoCitran Hot Drink Bottle,Cold & Flu,3,60.57,6.06,32.34,C01031,Riyadh,E033,Web,Completed,0,54.51
ORD000251,2025-01-14 07:08:19,P0175,Band-Aid Assorted Box - Store Brand - Store Brand,First Aid,1,7.68,0.0,3.51,C00250,Khobar,E034,Retail,Completed,1,7.68
ORD000252,2024-05-15 20:55:46,P0119,Centrum Multivitamins Bottle - Store Brand,Vitamins,2,193.48,9.67,58.48,C00746,Khobar,E079,Web,Completed,0,183.81
ORD000253,2024-07-12 17:13:39,P0344,Redoxon Vitamin C 1000mg Pack - Store Brand - Store Brand - Store Brand - Store Brand,Vitamins,2,15.16,2.27,4.48,C00903,Medina,E028,Mobile,Completed,1,12.89
ORD000254,2024-10-10 03:17:17,P0185,Femibion Prenatal Pack - Store Brand,Vitamins,1,107.04,0.0,48.5,C00707,Medina,E010,Mobile,Completed,1,107.04
ORD000255,2024-04-06 13:02:56,P0345,Otrivin Nasal Spray Box - Store Brand - Store Brand - Store Brand,Cold & Flu,4,35.2,1.76,15.32,C00736,Khobar,E084,Mobile,Returned,1,33.44
ORD000256,2024-10-15 21:59:02,P0301,Gaviscon 200ml Bottle - Store Brand - Store Brand,Gastrointestinal,1,29.59,2.96,12.19,C00182,Medina,E116,Web,Completed,1,26.63
ORD000257,2025-03-29 08:24:46,P0091,Multivitamin Gummies Kids Pack,Vitamins,2,122.0,0.0,49.14,C00823,Mecca,E070,Web,Completed,1,122.0
ORD000258,2024-06-25 02:38:52,P0363,Earol Ear Drops Pack - Store Brand,Ear Care,2,29.36,2.94,14.46,C00684,Khobar,E043,Mobile,Completed,0,26.42
ORD000259,2024-12-31 17:57:56,P0396,Mometasone Furoate 0.1% 15g Box - Store Brand - Store Brand,Dermatology,2,133.86,13.39,39.84,C00170,Jeddah,E011,Mobile,Completed,0,120.47
ORD000260,2025-08-08 02:58:36,P0190,Band-Aid Assorted Box - Store Brand - Store Brand - Store Brand,First Aid,1,5.34,0.0,2.37,C00763,Mecca,E050,Mobile,Completed,1,5.34
ORD000261,2024-06-13 21:32:53,P0009,Aspirin 100mg Box,Pain Relief,2,14.7,1.47,5.9,C01132,Jeddah,E063,Web,Completed,0,13.23
ORD000262,2024-07-09 15:58:25,P0018,Vicks VapoRub 50g Box,Cold & Flu,1,14.93,0.0,5.79,C00059,Khobar,E093,Retail,Completed,1,14.93
ORD000263,2024-05-10 21:30:56,P0373,Femibion Prenatal Pack - Store Brand - Store Brand,Vitamins,3,262.74,26.27,111.09,C00074,Mecca,E064,Mobile,Completed,1,236.47
ORD000264,2024-04-04 17:18:25,P0284,Johnson's Baby Oil 200ml Box - Store Brand,Baby Care,1,30.04,0.0,11.32,C00086,Jeddah,E044,Mobile,Completed,0,30.04
ORD000265,2024-09-03 09:12:54,P0072,Johnson's Baby Oil 200ml Box,Baby Care,4,149.2,22.38,57.64,C00537,Medina,E087,Retail,Completed,0,126.82
ORD000266,2024-05-17 22:02:57,P0050,Band-Aid Assorted Bottle,First Aid,1,11.37,0.57,5.69,C00531,Khobar,E063,Mobile,Completed,0,10.8
ORD000267,2024-09-27 11:10:43,P0158,Imodium 2mg Box - Store Brand,Gastrointestinal,3,72.06,3.6,24.42,C00170,Jeddah,E002,Web,Completed,0,68.46
ORD000268,2024-06-06 12:54:24,P0171,Earol Ear Drops Bottle - Store Brand,Ear Care,2,42.7,2.14,16.78,C01038,Khobar,E107,Mobile,Completed,0,40.56
ORD000269,2024-06-19 15:42:41,P0349,Redoxon Vitamin C 1000mg Bottle - Store Brand - Store Brand,Vitamins,2,26.78,1.34,14.72,C00504,Riyadh,E009,Mobile,Completed,1,25.44
ORD000270,2024-11-29 19:25:31,P0273,Aspirin 100mg Bottle - Store Brand - Store Brand - Store Brand,Pain Relief,1,2.57,0.13,1.05,C01118,Khobar,E042,Mobile,Completed,0,2.44
ORD000271,2025-06-26 15:09:30,P0252,Earol Ear Drops Pack - Store Brand - Store Brand - Store Brand,Ear Care,1,5.64,0.0,4.35,C00971,Jeddah,E016,Web,Completed,0,5.64
ORD000272,2025-01-04 07:11:36,P0196,Brufen 400mg Box - Store Brand,Pain Relief,2,25.58,3.84,11.18,C00430,Riyadh,E032,Retail,Completed,0,21.74
ORD000273,2025-07-27 00:12:35,P0044,Sensodyne Repair & Protect Bottle,Oral Care,2,60.26,3.01,25.86,C00184,Mecca,E003,Retail,Completed,0,57.25
ORD000274,2024-08-09 07:44:45,P0379,Nivea Body Lotion 400ml Bottle - Store Brand - Store Brand - Store Brand,Personal Care,5,48.1,4.81,32.15,C00988,Riyadh,E054,Mobile,Completed,1,43.29
ORD000275,2025-09-11 17:44:34,P0329,Mometasone Furoate 0.1% 15g Pack - Store Brand - Store Brand - Store Brand,Dermatology,1,39.37,1.97,17.6,C00703,Mecca,E082,Web,Completed,0,37.4
ORD000276,2024-08-05 13:04:33,P0009,Aspirin 100mg Box,Pain Relief,2,14.7,0.0,5.9,C00710,Khobar,E077,Web,Completed,0,14.7
ORD000277,2025-07-23 02:56:52,P0152,NeoCitran Hot Drink Pack - Store Brand - Store Brand,Cold & Flu,4,41.76,4.18,26.32,C01171,Khobar,E045,Web,Completed,0,37.58
ORD000278,2024-06-22 05:45:09,P0273,Aspirin 100mg Bottle - Store Brand - Store Brand - Store Brand,Pain Relief,5,12.85,0.0,5.25,C01033,Medina,E080,Web,Completed,0,12.85
ORD000279,2025-03-18 12:51:41,P0102,Otrivin Nasal Spray Box - Store Brand,Cold & Flu,3,50.91,2.55,23.88,C00952,Medina,E036,Web,Completed,0,48.36
ORD000280,2025-09-06 05:07:02,P0352,Earol Ear Drops Pack - Store Brand - Store Brand - Store Brand - Store Brand,Ear Care,4,18.52,2.78,11.36,C00099,Jeddah,E064,Web,Completed,0,15.74
ORD000281,2024-05-03 22:23:44,P0301,Gaviscon 200ml Bottle - Store Brand - Store Brand,Gastrointestinal,2,59.18,5.92,24.38,C00029,Jeddah,E027,Web,Completed,1,53.26
ORD000282,2024-04-25 14:44:40,P0035,Cetaphil Gentle Cleanser Bottle,Skincare,1,89.73,0.0,34.93,C00778,Riyadh,E119,Mobile,Completed,0,89.73
ORD000283,2025-04-03 17:26:52,P0222,Band-Aid Assorted Bottle - Store Brand - Store Brand,First Aid,2,13.02,0.0,5.48,C00393,Jeddah,E115,Web,Completed,0,13.02
ORD000284,2025-02-11 11:12:34,P0177,Mometasone Furoate 0.1% 15g Box - Store Brand,Dermatology,1,93.92,9.39,31.36,C01063,Medina,E030,Mobile,Completed,0,84.53
ORD000285,2024-09-23 03:27:16,P0258,Omega-3 Fish Oil Box - Store Brand,Vitamins,3,200.94,10.05,78.36,C01113,Riyadh,E049,Retail,Completed,1,190.89
ORD000286,2024-05-04 04:12:25,P0214,Omega-3 Fish Oil Pack - Store Brand - Store Brand,Vitamins,4,229.04,11.45,90.12,C00131,Medina,E028,Retail,Completed,1,217.59
ORD000287,2025-01-07 01:30:52,P0095,Earol Ear Drops Box - Store Brand,Ear Care,1,13.57,0.68,6.49,C00644,Dammam,E081,Web,Completed,0,12.89
ORD000288,2024-06-29 18:38:50,P0369,Vicks VapoRub 50g Pack - Store Brand,Cold & Flu,1,12.65,0.0,4.62,C00960,Khobar,E036,Web,Completed,1,12.65
ORD000289,2025-02-10 19:30:19,P0063,Earol Ear Drops Box,Ear Care,1,21.26,2.13,9.41,C00725,Khobar,E029,Retail,Completed,0,19.13
ORD000290,2025-06-15 00:12:46,P0371,Clobetasol Cream 0.05% 30g Box - Store Brand - Store Brand - Store Brand,Dermatology,5,183.0,9.15,98.0,C00609,Riyadh,E012,Web,Completed,0,173.85
ORD000291,2025-06-25 11:06:53,P0233,Earol Ear Drops Pack - Store Brand,Ear Care,2,24.04,3.61,14.6,C00652,Jeddah,E036,Web,Completed,0,20.43
